Time [s],CH1 [V],CH2 [V]
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.099200000000,
2.000000e-09,-0.080000000000, 0.022400000000,
2.000000e-09,-0.040000000000, -0.080800000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,0.040000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.059200000000,
2.000000e-09,-0.040000000000, 0.015200000000,
2.000000e-09,0.000000000000, 0.083200000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.075200000000,
2.000000e-09,-0.040000000000, -0.014400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,-0.040000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.102400000000,
2.000000e-09,0.000000000000, -0.028000000000,
2.000000e-09,0.000000000000, 0.040800000000,
2.000000e-09,0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,-0.040000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
2.000000e-09,0.000000000000, 0.101600000000,
